Time,Voltage,Current
316,73.76172239,-1.203294549
317,73.76037346,-15.08882523
318,73.75438112,-7.907104263
319,73.75702422,2.675627649
320,73.761335,9.370556852
321,73.76428505,29.42214158
322,73.77316005,35.8078038
323,73.77675426,8.533680351
324,73.76609247,2.253369499
325,73.7636458,-2.311141717
326,73.76175287,8.707899623
327,73.76641341,8.2193591
328,73.76645675,23.91062209
329,73.77342784,9.207585443
330,73.76781412,16.89193341
331,73.77137862,17.27957625
332,73.77203574,10.80575488
333,73.7697602,0.746824888
334,73.76575833,0
335,73.7654596,0
336,73.7654596,0
337,73.7654596,0
338,73.7654596,0
339,73.7654596,0
340,73.7654596,0
341,73.7654596,0
342,73.7654596,0
343,73.7654596,0
344,73.7654596,0
345,73.7654596,0
346,73.7654596,0
347,73.7654596,-2.315555393
348,73.76446609,-24.93383891
349,73.7546943,-45.98696316
350,73.74493706,-59.63336608
351,73.73774646,-69.70429296
352,73.73169412,-82.04438061
353,73.7243766,-86.66791723
354,73.72001242,-92.0275264
355,73.71519934,-57.64462867
356,73.72728108,-72.17511824
357,73.71937675,-75.27129503
358,73.71595709,-83.0247401
359,73.71045069,-103.1779664
360,73.6994018,-66.11771965
361,73.71231211,-68.71661129
362,73.70928413,-57.5713665
363,73.71207677,-66.6690447
364,73.70650957,-74.57081805
365,73.70119288,-80.31404621
366,73.69657434,-47.89757454
367,73.70815698,-54.12657178
368,73.70410179,-40.01832076
369,73.70858929,-28.11918937
370,73.71253693,-50.8251681
371,73.70198709,-81.18431321
372,73.6875001,-67.30567846
373,73.69110946,-44.86998908
374,73.69878933,-44.86531335
375,73.69749718,-44.86609998
376,73.69620307,-44.86688783
377,73.6949092,-44.86767556
378,73.69361555,-50.85103872
379,73.6897567,-57.22511414
380,73.68555826,-51.90252668
381,73.68619219,-40.1400409
382,73.68974114,-27.83900913
383,73.6938599,-3.649423454
384,73.70343065,3.378869096
385,73.70633926,-12.44008403
386,73.69965349,54.52278432
387,73.72800868,63.83672023
388,73.73357297,95.02880061
389,73.7487879,67.68654089
390,73.73980196,61.7213557
391,73.73919541,59.79757337
392,73.74015041,57.23508167
393,73.74077645,39.49229266
394,73.73481878,50.61581448
395,73.74072887,40.99413479
396,73.73806345,26.27186031
397,73.73293296,5.747565117
398,73.72488918,0
399,73.72259015,0
400,73.72259015,0
401,73.72259015,0
402,73.72259015,0
403,73.72259015,-10.06427048
404,73.71827389,-32.15574137
405,73.70850906,-49.23964916
406,73.70025433,-61.85054643
407,73.69342526,-79.15245035
408,73.68422124,-96.28563214
409,73.67459153,-111.2603943
410,73.66539483,-105.6369079
411,73.66460095,-45.43344513
412,73.68737387,-93.42117059
413,73.66548911,-86.48881787
414,73.66577293,-70.7037767
415,73.6700528,-37.43684023
416,73.68228277,-27.38798659
417,73.68551466,-19.49941438
418,73.68810936,-16.67920764
419,73.68875785,-11.11392809
420,73.69066441,1.722363181
421,73.69584844,81.59292908
422,73.73014303,85.76898104
423,73.73428079,77.0843643
424,73.73302523,65.78346966
425,73.73039853,56.51505606
426,73.72831845,49.72999992
427,73.72703668,39.9230892
428,73.72426394,25.30140604
429,73.7191442,4.319210579
430,73.71087577,0
431,73.70914809,0
432,73.70914809,0
433,73.70914809,0
434,73.70914809,0
435,73.70914809,0
436,73.70914809,0
437,73.70914809,0
438,73.70914809,0
439,73.70914809,0
440,73.70914809,0
441,73.70914809,0
442,73.70914809,0
443,73.70914809,0
444,73.70914809,0
445,73.70914809,0
446,73.70914809,0
447,73.70914809,0
448,73.70914809,-15.55142984
449,73.70247946,-38.26451308
450,73.6922919,-53.12345795
451,73.68481825,-65.89329796
452,73.67781293,-83.18855194
453,73.6685002,-100.3520078
454,73.65874728,-117.3660824
455,73.64856612,-132.049778
456,73.63889685,-79.74011861
457,73.65752962,-80.14219077
458,73.65506693,-129.1721468
459,73.63174651,-100.6836901
460,73.64025276,-66.70437759
461,73.65193108,-95.06215335
462,73.63786208,-57.69287191
463,73.65115599,-67.65761961
464,73.64523118,-67.74752437
465,73.64325428,-39.23803701
466,73.65353418,-50.87871124
467,73.64742088,-48.22370668
468,73.64710217,-36.3981758
469,73.65079044,-30.70855324
470,73.65218735,-58.9583782
471,73.63920023,-44.90161852
472,73.64353829,-27.68385093
473,73.64963347,-38.89818235
474,73.64403518,-38.59637772
475,73.64305216,-35.30418603
476,73.6433596,-43.8054999
477,73.63870678,-43.80826773
478,73.63745352,-43.80901331
479,73.63620129,-43.80975831
480,73.63494927,-43.81050321
481,73.63369746,-34.87359298
482,73.63627618,-49.28246011
483,73.6291053,-46.63824297
484,73.62883143,-58.8166948
485,73.62228116,-29.6196152
486,73.63311468,-34.873869
487,73.63001785,-43.33384697
488,73.62539753,-43.33656636
489,73.62416026,-34.4469318
490,73.62673367,-34.01849884
491,73.62593497,-36.52137008
492,73.62389252,4.100766207
493,73.64025829,27.3652028
494,73.6503443,43.33102644
495,73.65796626,52.74937463
496,73.66323812,64.09182535
497,73.66960358,77.43030655
498,73.67714866,62.11455086
499,73.67279548,72.49413859
500,73.67901734,61.97741075
501,73.67658087,48.38434778
502,73.67252594,47.5076735
503,73.6735328,38.25110414
504,73.6709234,20.55497343
505,73.66443248,0.898263636
506,73.65659548,0
507,73.65623617,0
508,73.65623617,0
509,73.65623617,0
510,73.65623617,0
511,73.65623617,-3.112060566
512,73.65490239,-16.16459373
513,73.64921933,-22.57020491
514,73.646012,-17.88767332
515,73.6473738,-32.01919953
516,73.64080621,-25.11811635
517,73.64284896,-23.66517987
518,73.64275403,-31.36446249
519,73.63877836,-51.17501544
520,73.62939252,-55.43158508
521,73.62610707,-53.76552342
522,73.62523859,-49.32438288
523,73.62560724,-47.90254572
524,73.62480904,-42.45274591
525,73.62577776,-48.59380143
526,73.62193521,-51.4121682
527,73.61934164,-46.79371664
528,73.6198548,-44.67333389
529,73.61942943,-35.55333438
530,73.62206407,-27.63425948
531,73.62444416,-23.51126948
532,73.62542338,-23.51095678
533,73.62475361,-23.51117066
534,73.62408369,-23.51138459
535,73.62341383,-23.51159851
536,73.62274404,-45.45927551
537,73.61267027,-31.239464
538,73.61746864,-31.60252338
539,73.61642363,-11.74526244
540,73.62403216,-9.118204393
541,73.6248234,-17.28894282
542,73.62106296,-23.51234928
543,73.61790434,-23.51335809
544,73.61723472,-2.101803572
545,73.62573952,19.13775191
546,73.63478002,81.99129555
547,73.66225545,72.50451147
548,73.66052538,61.99296974
549,73.65808657,56.2757164
550,73.65740303,46.97141943
551,73.65501987,35.57314806
552,73.65147448,15.29415961
553,73.64379885,0
554,73.63768119,0
555,73.63768119,0
556,73.63768119,0
557,73.63768119,0
558,73.63768119,0
559,73.63768119,0
560,73.63768119,0
561,73.63768119,0
562,73.63768119,0
563,73.63768119,0
564,73.63768119,0
565,73.63768119,0
566,73.63768119,0
567,73.63768119,0
568,73.63768119,0
569,73.63768119,-15.56652282
570,73.63101085,-38.30165383
571,73.62082512,-53.1750271
572,73.61336046,-62.18458718
573,73.60798501,-43.21852131
574,73.61434043,-42.71513422
575,73.61332534,-37.3650135
576,73.61440148,-13.85226284
577,73.6234122,-13.85056747
578,73.62301857,-26.05776496
579,73.61739393,-18.87730309
580,73.6197288,-14.292297
581,73.62115602,-9.4892545
582,73.62280717,-1.554263696
583,73.62593693,-10.68830717
584,73.62197914,-7.452503281
585,73.62306138,-22.83595556
586,73.61625819,-17.0371546
587,73.61809294,-10.81111887
588,73.62027576,-4.434185153
589,73.62270038,-10.32937441
590,73.62004843,-13.28075615
591,73.61849006,-16.37310819
592,73.61678736,-22.83790177
593,73.61355183,-29.25637839
594,73.61015235,-37.22663334
595,73.60590562,-34.12353598
596,73.60617663,-44.77481422
597,73.60064324,-40.7589126
598,73.6010911,-21.81094434
599,73.60805044,-20.11714322
600,73.60815629,-31.62767091
601,73.60265341,-30.55238285
602,73.60221553,-31.28331112
603,73.60103451,-23.98811958
604,73.60327125,-20.18460226
605,73.6042194,-20.18434225
606,73.60364631,-26.20420309
607,73.60049429,-52.13136977
608,73.58864337,-70.13043843
609,73.5794532,-54.77746182
610,73.58404003,-43.41491008
611,73.58735336,-44.56509692
612,73.5856292,5.340990407
613,73.60574312,89.31565159
614,73.64186671,80.9520915
615,73.64081857,71.39572873
616,73.63902277,60.78655077
617,73.63650515,53.75137045
618,73.63521773,46.43382169
619,73.63360981,33.35970736
620,73.629328,12.34775786
621,73.62127409,0
622,73.61633499,0
623,73.61633499,0
624,73.61633499,0
625,73.61633499,0
626,73.61633499,0
627,73.61633499,0
628,73.61633499,0
629,73.61633499,0
630,73.61633499,0
631,73.61633499,0
632,73.61633499,0
633,73.61633499,0
634,73.61633499,0
635,73.61633499,0
636,73.61633499,0
637,73.61633499,0
638,73.61633499,0
639,73.61633499,0
640,73.61633499,0
641,73.61633499,0
642,73.61633499,0
643,73.61633499,0
644,73.61633499,0
645,73.61633499,0
646,73.61633499,-6.113566147
647,73.61371584,-23.96984013
648,73.60589225,-40.2247596
649,73.59824748,-44.45591385
650,73.59529224,-47.82657838
651,73.59258571,-40.06641571
652,73.59455211,-39.3880235
653,73.59370525,-63.93043732
654,73.5820737,-71.49806887
655,73.57701785,-55.95398775
656,73.58164818,-54.50727802
657,73.58068095,-56.10673467
658,73.57845027,-60.28396462
659,73.57507045,-50.81173413
660,73.57741926,-35.08822976
661,73.58271439,-37.99570929
662,73.58047491,-29.71675962
663,73.58294467,-27.67661994
664,73.58297679,-25.51429511
665,73.58311912,-32.35681376
666,73.57946583,-30.43000942
667,73.57937495,-26.05915304
668,73.58038553,-7.829409601
669,73.58745578,-7.312655907
670,73.58745548,39.61170589
671,73.60734663,50.10397975
672,73.61296225,64.48111811
673,73.62053935,39.7163544
674,73.61175854,30.13099441
675,73.60877807,46.40120679
676,73.61660103,43.2042917
677,73.61654677,35.82479721
678,73.61461049,21.71038995
679,73.60958022,7.267795888
680,73.60400924,5.016661533
681,73.60325103,0
682,73.60124436,0
683,73.60124436,0
684,73.60124436,0
685,73.60124436,0
686,73.60124436,0
687,73.60124436,0
688,73.60124436,0
689,73.60124436,0
690,73.60124436,0
691,73.60124436,0
692,73.60124436,0
693,73.60124436,0
694,73.60124436,-4.021285118
695,73.59952183,-13.97577421
696,73.5951438,-14.534822
697,73.59450812,-28.72725295
698,73.5880168,-42.89297457
699,73.58113478,-40.18816755
700,73.58107784,-50.17592029
701,73.57566111,-33.81002508
702,73.58124969,-51.79797956
703,73.57258744,-20.8689467
704,73.58436807,-8.850065293
705,73.58892502,-13.28637307
706,73.58677428,-55.5617209
707,73.56829111,-42.10965972
708,73.57247998,-42.96123135
709,73.57092352,-57.57637918
710,73.56344834,-50.03474272
711,73.56504959,-20.19508943
712,73.57641424,-8.29659639
713,73.58093899,-37.55856833
714,73.56817205,-40.90562438
715,73.5656766,-26.99118199
716,73.5704793,11.01290118
717,73.58599227,7.255011462
718,73.58469423,14.74926856
719,73.58810893,52.30170137
720,73.60460883,58.97414727
721,73.60894579,50.39501741
722,73.6069398,45.75779095
723,73.60637965,36.52415729
724,73.60371984,16.51919098
725,73.5961854,9.887757757
726,73.5938127,2.765308762
727,73.591042,4.999350136
728,73.59207712,-0.710932012
729,73.58977289,-14.45516192
730,73.58386603,-37.35709069
731,73.57364797,-50.23474502
732,73.5670754,-55.96978048
733,73.56319794,-40.08242185
734,73.56841914,-55.47752669
735,73.5606922,-61.92906785
736,73.55636067,-59.19261264
737,73.55578213,-71.06145732
738,73.54902653,-70.30591252
739,73.54734262,-66.07034419
740,73.54717089,-57.44428475
741,73.5489994,-60.46759519
742,73.54608321,-49.28289194
743,73.54916626,-46.13703139
744,73.54912281,-37.68717193
745,73.55143957,-45.58212434
746,73.5469959,-41.70416429
747,73.54737098,-29.95706328
748,73.55122513,-17.60410693
749,73.55566998,-24.44921307
750,73.55224268,-21.80171879
751,73.55268711,-9.498786469
752,73.55734054,-1.914869559
753,73.56032014,21.08643496
754,73.57011503,43.71387742
755,73.58039836,42.30975144
756,73.58102969,54.56365673
757,73.58747005,50.0498137
758,73.58707632,24.83083944
759,73.57768926,38.21731666
760,73.5841222,49.97793814
761,73.59023688,43.39491174
762,73.58882856,31.49645864
763,73.58495836,7.65548299
764,73.57563811,-2.137178684
765,73.57166071,1.797816059
766,73.57328546,0.210537981
767,73.57265649,-10.58624178
768,73.5680389,-27.52750841
769,73.56048527,-42.15253421
770,73.55344542,-57.95161437
771,73.54549034,-72.18078908
772,73.53776221,-50.59314412
773,73.54497022,-24.03629084
774,73.55491509,-23.40199403
775,73.5545089,-27.36842057
776,73.55215064,-44.44251097
777,73.54406808,-55.45730762
778,73.53809903,-80.00065107
779,73.52602741,-63.87645905
780,73.53067769,-35.08984078
781,73.54120406,-14.60438294
782,73.54898696,-19.50594857
783,73.54647706,-45.87386115
784,73.53463829,-30.2561897
785,73.54003361,-20.22884138
786,73.54347514,-1.251181015
787,73.55103099,16.37679679
788,73.55854316,3.713053852
789,73.55358218,-19.60497369
790,73.54370312,-29.20673767
791,73.53904038,-18.49026547
792,73.54280661,14.23696001
793,73.55629816,9.064214026
794,73.55448416,0.913036919
795,73.55124939,-13.92220458
796,73.54492347,-26.42806236
797,73.53917741,-25.10605972
798,73.53899978,-11.16965582
799,73.54426007,-2.146760048
800,73.54780883,-10.87761541
801,73.54401045,-29.31489735
802,73.53581084,-85.52171263
803,73.51092276,-73.43515058
804,73.51369265,-64.07614286
805,73.51563517,-48.73065921
806,73.52040393,-0.190789966
807,73.53981452,-39.54817423
808,73.52296038,-48.44030296
809,73.51804275,-55.41445011
810,73.51369673,-26.35041469
811,73.52458239,-4.13440259
812,73.5333527,-1.316141027
813,73.53444305,-2.605474513
814,73.53385416,-15.3292272
815,73.52833424,-16.62284097
816,73.52735009,-28.20706772
817,73.52192453,6.06846356
818,73.5358051,20.93902114
819,73.54234116,3.367653629
820,73.53540716,-7.110982858
821,73.53101607,-27.65453387
822,73.5220223,3.648142514
823,73.53464578,8.155491507
824,73.53667766,4.131837783
825,73.5351842,2.385723024
826,73.53455272,-9.874471779
827,73.52937144,-26.32676292
828,73.52205151,-21.88739048
829,73.52321292,-16.07224063
830,73.5250879,-4.136728874
831,73.52974601,11.12377788
832,73.5361624,12.76490002
833,73.53717712,6.343200992
834,73.53478648,-9.614612308
835,73.52813349,3.914515888
836,73.53365501,48.3539275
837,73.55278808,66.54210753
838,73.56193163,57.17314927
839,73.55978969,36.65659196
840,73.55261272,21.09339604
841,73.54698,-14.01153662
842,73.53254441,-30.24089726
843,73.52520319,-15.42114251
844,73.53069794,-8.36408937
845,73.53328585,-23.10039044
846,73.52674256,-36.25743639
847,73.52046159,-38.01257104
848,73.51869226,-36.74146291
849,73.51816928,-31.33026189
850,73.51945436,-28.65914389
851,73.51971848,-26.22141042
852,73.51995774,-19.41117691
853,73.52213717,-33.20540076
854,73.51568785,-25.71628921
855,73.51796207,-10.51562553
856,73.52374737,-18.32172107
857,73.52011101,-13.34594252
858,73.521727,-44.56041995
859,73.50799155,-32.31676784
860,73.51198285,-30.81459191
861,73.51171979,-15.23239595
862,73.51752565,7.559286839
863,73.52685423,35.09270919
864,73.53885145,11.10320586
865,73.52956696,-6.676411644
866,73.52226792,18.33827176
867,73.53278798,17.4646675
868,73.53292827,20.06779303
869,73.53453229,-4.691427801
870,73.52449704,-15.52058251
871,73.51973013,-32.18336363
872,73.51216258,-30.77606722
873,73.51186264,-33.00505041
874,73.51004581,-25.78995217
875,73.51220896,-17.78616856
876,73.51491197,-14.98411345
877,73.51561286,-41.2204714
878,73.50396322,-54.31369726
879,73.49720423,-31.6700747
880,73.50537454,-5.425743158
881,73.5157203,8.366868045
882,73.5214717,4.161516336
883,73.51990613,-1.600545733
884,73.51755647,-13.7689425
885,73.51230344,-21.01967914
886,73.50881443,-11.21032373
887,73.51242421,16.7683376
888,73.5240853,19.52571892
889,73.52573514,11.32953896
890,73.52277401,-36.81237395
891,73.50248617,-44.9403742
892,73.49797645,-27.1479156
893,73.50433329,-7.428863765
894,73.51201291,11.56354587
895,73.51993364,-12.86210083
896,73.50980326,-21.81068446
897,73.50561321,-28.75314288
898,73.50203133,-8.277784254
899,73.50998976,7.866207415
900,73.51666754,23.60648154
901,73.52362447,8.377115539
902,73.51776725,-11.09165365
903,73.50966923,-25.66553858
904,73.50312123,-21.60845484
905,73.50413924,-0.252816483
906,73.51267442,9.181356882
907,73.51670507,2.839452567
908,73.51424778,0.465739072
909,73.51331133,-14.06789335
910,73.50710413,-22.79945689
911,73.5029734,-19.39907859
912,73.50379067,5.002580678
913,73.51369133,16.0779628
914,73.51857143,24.4794176
915,73.52261713,19.00920562
916,73.52096112,21.249735
917,73.52245216,6.394632314
918,73.51668913,2.164889502
919,73.51505784,5.675196568
920,73.51662084,-28.3629809
921,73.50221158,-37.4809823
922,73.4975153,-41.53355745
923,73.49473193,-22.54771884
924,73.50169535,-9.050538349
925,73.50684098,-10.50802186
926,73.50596399,-6.393375906
927,73.50743097,-13.97896929
928,73.50400565,-27.25796653
929,73.49793153,-27.69837312
930,73.49698061,2.825191613
931,73.50926905,10.87710784
932,73.51279406,4.602908627
933,73.51041313,-7.44616968
934,73.50538522,-9.760786018
935,73.50418636,-15.72346205
936,73.50136152,-4.910769464
937,73.50554925,2.392572361
938,73.5085375,0.107034357
939,73.50762628,-19.90991895
940,73.49906269,-17.53722388
941,73.49952134,-10.58176075
942,73.50200763,-15.26534876
943,73.49970735,15.59704635
944,73.51248843,-5.72752322
945,73.50379845,-20.53062912
946,73.49730316,-31.51810905
947,73.49202699,-6.606977916
948,73.50180674,18.98966489
949,73.51257628,60.14747249
950,73.53072117,63.30161556
951,73.53375322,93.64045237
952,73.54850849,71.60124563
953,73.54169663,59.51974324
954,73.53853019,51.40017522
955,73.53672154,43.81899861
956,73.53491622,23.99556273
957,73.52765894,0.476009509
958,73.51826445,0
959,73.51807405,0
960,73.51807405,-6.094758496
961,73.51546543,-26.01727425
962,73.50676773,-37.07350873
963,73.50130701,-43.98679463
964,73.49731007,-62.87059144
965,73.48799656,-61.39746822
966,73.48686749,-43.70382787
967,73.49272207,-49.18350748
968,73.48915426,-32.5240109
969,73.49490833,-18.90772707
970,73.49982603,-28.03025046
971,73.49539315,-58.88816124
972,73.48140344,-85.8410143
973,73.46822284,-66.77084574
974,73.47398508,-33.95990866
975,73.48616068,-6.985914384
976,73.49675512,-2.59591339
977,73.49843861,-11.70302934
978,73.49446884,-26.47965447
979,73.48781856,3.127919227
980,73.49974895,-7.764212567
981,73.49517524,12.12648714
982,73.50347022,18.66556922
983,73.50660723,6.249634916
984,73.50181544,-1.74471351
985,73.49856896,-13.93285281
986,73.49330451,1.162798118
987,73.49937525,38.7684093
988,73.51550049,71.20315646
989,73.53046389,17.12942937
990,73.5093131,-10.43223947
991,73.49799689,-28.16094519
992,73.49011847,-36.72064397
993,73.48566859,-19.19293916
994,73.49214347,12.49003192
995,73.50516559,4.356380525
996,73.50203384,-14.03173047
997,73.49428658,-9.226203757
